WKT,latitude,longitude,brightness,scan,track,acq_date,acq_time,acq_datetime,confidence,brightness_2,frp
"POINT (-94.0873 29.77482)",29.77482,-94.0873,367,0.5,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,299.17,15.14
"POINT (-94.09222 29.77356)",29.77356,-94.09222,367,0.5,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,301.49,15.14
"POINT (-94.08924 29.78063)",29.78063,-94.08924,367,0.5,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,300.26,15.14
"POINT (-94.08627 29.78768)",29.78768,-94.08627,367,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,298.84,17.15
"POINT (-94.09119 29.78642)",29.78642,-94.09119,356.19,0.5,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.86,15.9
"POINT (-94.06364 29.79976)",29.79976,-94.06364,367,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,298.58,22.35
"POINT (-94.06854 29.79851)",29.79851,-94.06854,367,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,304.36,22.35
"POINT (-94.0833 29.79474)",29.79474,-94.0833,367,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,299.65,17.15
"POINT (-94.07346 29.79725)",29.79725,-94.07346,355.42,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,n,306.36,38.51
"POINT (-94.07839 29.796)",29.796,-94.07839,356.12,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.57,38.51
"POINT (-94.07541 29.80305)",29.80305,-94.07541,367,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,299.82,15.6
"POINT (-94.08035 29.80179)",29.80179,-94.08035,367,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,299.28,15.6
"POINT (-94.08527 29.80054)",29.80054,-94.08527,367,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,299.91,17.2
"POINT (-94.07049 29.80431)",29.80431,-94.07049,340.07,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.11,10.18
"POINT (-94.09019 29.79928)",29.79928,-94.09019,335.28,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,n,298.05,17.2
"POINT (-94.07127 29.80158)",29.80158,-94.07127,367,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,301.8,16.28
"POINT (-94.07619 29.8003)",29.8003,-94.07619,367,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,301.06,16.28
"POINT (-94.08109 29.79901)",29.79901,-94.08109,367,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,h,299.99,23.84
"POINT (-94.06637 29.80287)",29.80287,-94.06637,354.27,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.57,11.09
"POINT (-94.086 29.79773)",29.79773,-94.086,355.92,0.49,0.65,2023-10-01,1832,2023/10/01 18:32:00+00,n,301.56,23.84
"POINT (-89.08755 31.04779)",31.04779,-89.08755,342.88,0.47,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,301.63,5.76
"POINT (-84.4407 32.08301)",32.08301,-84.4407,333.78,0.42,0.38,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.61,6.12
"POINT (-79.8831 33.01239)",33.01239,-79.8831,334.68,0.42,0.37,2023-10-01,1832,2023/10/01 18:32:00+00,n,301.75,4.67
"POINT (-87.507 31.78429)",31.78429,-87.507,333.24,0.57,0.43,2023-10-01,1832,2023/10/01 18:32:00+00,n,297.95,6.89
"POINT (-91.69037 30.93808)",30.93808,-91.69037,367,0.34,0.56,2023-10-01,1832,2023/10/01 18:32:00+00,h,302.67,7.4
"POINT (-84.69968 32.4618)",32.4618,-84.69968,329.42,0.42,0.38,2023-10-01,1832,2023/10/01 18:32:00+00,l,300.78,2.62
"POINT (-85.51051 32.45433)",32.45433,-85.51051,336.77,0.45,0.39,2023-10-01,1832,2023/10/01 18:32:00+00,l,308.05,7.04
"POINT (-89.42619 31.76985)",31.76985,-89.42619,343.03,0.48,0.48,2023-10-01,1832,2023/10/01 18:32:00+00,n,301.32,6.75
"POINT (-91.73107 31.35454)",31.35454,-91.73107,367,0.33,0.55,2023-10-01,1832,2023/10/01 18:32:00+00,h,307.84,9.94
"POINT (-91.73444 31.35375)",31.35375,-91.73444,340.21,0.33,0.55,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.63,6.23
"POINT (-85.02666 32.89854)",32.89854,-85.02666,343.76,0.43,0.38,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.75,4.59
"POINT (-87.5565 32.48737)",32.48737,-87.5565,330.36,0.55,0.43,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.83,3.68
"POINT (-85.48045 32.99626)",32.99626,-85.48045,338.95,0.44,0.39,2023-10-01,1832,2023/10/01 18:32:00+00,n,296.79,7.01
"POINT (-80.77077 33.74747)",33.74747,-80.77077,330.38,0.4,0.37,2023-10-01,1832,2023/10/01 18:32:00+00,n,297.5,2.78
"POINT (-80.77144 33.75082)",33.75082,-80.77144,331.87,0.4,0.37,2023-10-01,1832,2023/10/01 18:32:00+00,n,297.58,3.85
"POINT (-97.10577 30.53197)",30.53197,-97.10577,332.34,0.71,0.75,2023-10-01,1832,2023/10/01 18:32:00+00,n,290.48,3.07
"POINT (-97.10763 30.54056)",30.54056,-97.10763,347.19,0.71,0.75,2023-10-01,1832,2023/10/01 18:32:00+00,n,292.28,17.61
"POINT (-86.8037 33.09114)",33.09114,-86.8037,332.34,0.5,0.41,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.1,3.25
"POINT (-94.33492 31.53813)",31.53813,-94.33492,336.58,0.46,0.64,2023-10-01,1832,2023/10/01 18:32:00+00,n,297.92,5.09
"POINT (-94.33457 31.53864)",31.53864,-94.33457,336.19,0.46,0.64,2023-10-01,1832,2023/10/01 18:32:00+00,n,297.62,4.14
"POINT (-92.04619 32.24934)",32.24934,-92.04619,341.83,0.33,0.55,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.98,3.16
"POINT (-92.04957 32.24854)",32.24854,-92.04957,339.97,0.33,0.55,2023-10-01,1832,2023/10/01 18:32:00+00,n,304.59,3.16
"POINT (-92.0478 32.25426)",32.25426,-92.0478,342.06,0.33,0.55,2023-10-01,1832,2023/10/01 18:32:00+00,n,307.15,3.16
"POINT (-92.05118 32.25346)",32.25346,-92.05118,337.04,0.33,0.55,2023-10-01,1832,2023/10/01 18:32:00+00,n,306.67,3.16
"POINT (-93.78833 32.28201)",32.28201,-93.78833,344.86,0.41,0.61,2023-10-01,1832,2023/10/01 18:32:00+00,n,298.42,6.08
"POINT (-89.24072 33.55604)",33.55604,-89.24072,339.84,0.43,0.46,2023-10-01,1832,2023/10/01 18:32:00+00,n,299.08,3.31
"POINT (-90.34198 33.51672)",33.51672,-90.34198,336.05,0.49,0.49,2023-10-01,1832,2023/10/01 18:32:00+00,n,303.43,4.46
"POINT (-93.72459 32.88789)",32.88789,-93.72459,335.6,0.4,0.6,2023-10-01,1832,2023/10/01 18:32:00+00,n,293.05,3.71
"POINT (-85.16957 34.84854)",34.84854,-85.16957,332.21,0.41,0.37,2023-10-01,1832,2023/10/01 18:32:00+00,n,296.11,5.98
"POINT (-93.4031 33.26661)",33.26661,-93.4031,367,0.37,0.58,2023-10-01,1832,2023/10/01 18:32:00+00,h,297.46,24.65
"POINT (-93.40694 33.26566)",33.26566,-93.40694,347.37,0.37,0.58,2023-10-01,1832,2023/10/01 18:32:00+00,n,302.39,27.82
"POINT (-82.62314 35.62969)",35.62969,-82.62314,327.87,0.38,0.36,2023-10-01,1832,2023/10/01 18:32:00+00,n,298.69,2.92
"POINT (-94.26449 33.30099)",33.30099,-94.26449,367,0.42,0.61,2023-10-01,1832,2023/10/01 18:32:00+00,h,296.74,17.24
"POINT (-89.01046 34.58035)",34.58035,-89.01046,334.08,0.4,0.44,2023-10-01,1832,2023/10/01 18:32:00+00,n,300.72,1.73
"POINT (-95.6008 42.01348)",42.01348,-95.6008,343.9,0.58,0.52,2023-10-01,1834,2023/10/01 18:34:00+00,n,302.07,10.98
"POINT (-87.1324 41.63798)",41.63798,-87.1324,337.71,0.4,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,304.07,5.54
"POINT (-87.14365 41.6255)",41.6255,-87.14365,337.65,0.4,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,304.64,4.59
"POINT (-92.90569 40.24184)",40.24184,-92.90569,330.73,0.48,0.48,2023-10-01,1834,2023/10/01 18:34:00+00,n,299.76,3.13
"POINT (-92.29851 40.35946)",40.35946,-92.29851,333.64,0.44,0.46,2023-10-01,1834,2023/10/01 18:34:00+00,n,299.68,2.54
"POINT (-87.85841 41.1796)",41.1796,-87.85841,339.21,0.42,0.38,2023-10-01,1834,2023/10/01 18:34:00+00,n,305.04,5.03
"POINT (-89.63519 40.63586)",40.63586,-89.63519,330.07,0.5,0.41,2023-10-01,1834,2023/10/01 18:34:00+00,n,303.15,2.68
"POINT (-84.04544 41.56663)",41.56663,-84.04544,329.46,0.39,0.36,2023-10-01,1834,2023/10/01 18:34:00+00,n,304.18,26.42
"POINT (-84.91927 41.36522)",41.36522,-84.91927,333.26,0.38,0.36,2023-10-01,1834,2023/10/01 18:34:00+00,n,301.53,7.64
"POINT (-77.4059 42.19559)",42.19559,-77.4059,327.24,0.44,0.46,2023-10-01,1834,2023/10/01 18:34:00+00,n,294.46,1.43
"POINT (-83.36509 41.46579)",41.46579,-83.36509,337.61,0.39,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,298.05,3.44
"POINT (-85.3513 41.11722)",41.11722,-85.3513,342.18,0.39,0.36,2023-10-01,1834,2023/10/01 18:34:00+00,n,300.41,3.22
"POINT (-88.6795 40.40248)",40.40248,-88.6795,333.56,0.46,0.39,2023-10-01,1834,2023/10/01 18:34:00+00,n,302.31,4.63
"POINT (-88.67417 40.4035)",40.4035,-88.67417,331.3,0.46,0.39,2023-10-01,1834,2023/10/01 18:34:00+00,n,300.42,4.63
"POINT (-81.67725 41.4628)",41.4628,-81.67725,332.31,0.43,0.38,2023-10-01,1834,2023/10/01 18:34:00+00,n,297.82,5.15
"POINT (-81.67502 41.45236)",41.45236,-81.67502,336.37,0.43,0.38,2023-10-01,1834,2023/10/01 18:34:00+00,n,302.22,3.82
"POINT (-95.11549 38.84494)",38.84494,-95.11549,346.88,0.33,0.56,2023-10-01,1834,2023/10/01 18:34:00+00,n,303.41,4.4
"POINT (-92.05454 39.53113)",39.53113,-92.05454,330.13,0.45,0.47,2023-10-01,1834,2023/10/01 18:34:00+00,l,302.54,3.08
"POINT (-92.05751 39.53157)",39.53157,-92.05751,336.56,0.45,0.47,2023-10-01,1834,2023/10/01 18:34:00+00,n,306.2,3.19
"POINT (-96.08971 38.01098)",38.01098,-96.08971,354.42,0.39,0.6,2023-10-01,1834,2023/10/01 18:34:00+00,n,302.1,5.87
"POINT (-79.80457 43.27195)",43.27195,-79.80457,327.78,0.52,0.42,2023-10-01,1834,2023/10/01 18:34:00+00,n,296.22,6.53
"POINT (-84.6411 43.00841)",43.00841,-84.6411,331.73,0.39,0.36,2023-10-01,1834,2023/10/01 18:34:00+00,n,297.48,4.07
"POINT (-84.05868 43.11182)",43.11182,-84.05868,340.97,0.39,0.36,2023-10-01,1834,2023/10/01 18:34:00+00,n,301.57,10.04
"POINT (-84.84086 43.1836)",43.1836,-84.84086,329.67,0.39,0.36,2023-10-01,1834,2023/10/01 18:34:00+00,n,297.58,3.36
"POINT (-93.36797 41.70959)",41.70959,-93.36797,333.91,0.46,0.47,2023-10-01,1834,2023/10/01 18:34:00+00,n,301.86,3.36
"POINT (-95.54794 41.18654)",41.18654,-95.54794,332.87,0.61,0.53,2023-10-01,1834,2023/10/01 18:34:00+00,n,301.8,3.94
"POINT (-94.58463 38.38763)",38.38763,-94.58463,332.74,0.32,0.55,2023-10-01,1834,2023/10/01 18:34:00+00,n,296.98,3.23
"POINT (-81.43868 40.75347)",40.75347,-81.43868,333.99,0.43,0.38,2023-10-01,1834,2023/10/01 18:34:00+00,n,303.37,4
"POINT (-77.70846 40.89058)",40.89058,-77.70846,327.81,0.41,0.45,2023-10-01,1834,2023/10/01 18:34:00+00,n,298.73,2.78
"POINT (-88.39976 39.25347)",39.25347,-88.39976,333.42,0.47,0.4,2023-10-01,1834,2023/10/01 18:34:00+00,n,303.14,11.89
"POINT (-94.17484 37.98331)",37.98331,-94.17484,330.51,0.63,0.54,2023-10-01,1834,2023/10/01 18:34:00+00,l,302.72,4.91
"POINT (-94.17289 37.97855)",37.97855,-94.17289,341.98,0.63,0.54,2023-10-01,1834,2023/10/01 18:34:00+00,n,299.63,7.44
"POINT (-79.85503 40.39278)",40.39278,-79.85503,345.68,0.49,0.4,2023-10-01,1834,2023/10/01 18:34:00+00,n,304.82,8.76
"POINT (-84.38551 39.48289)",39.48289,-84.38551,336.55,0.38,0.36,2023-10-01,1834,2023/10/01 18:34:00+00,n,304.61,2.74
"POINT (-84.38657 39.46912)",39.46912,-84.38657,335,0.38,0.36,2023-10-01,1834,2023/10/01 18:34:00+00,l,306,1.37
"POINT (-84.46441 39.45031)",39.45031,-84.46441,334.14,0.38,0.36,2023-10-01,1834,2023/10/01 18:34:00+00,n,304.04,2.5
"POINT (-86.05007 38.7512)",38.7512,-86.05007,332.37,0.4,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,300.34,3.93
"POINT (-84.23762 38.83407)",38.83407,-84.23762,332.42,0.38,0.36,2023-10-01,1834,2023/10/01 18:34:00+00,n,300.59,3.02
"POINT (-82.33331 39.08297)",39.08297,-82.33331,336.16,0.4,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,301.23,3.3
"POINT (-77.65898 39.5536)",39.5536,-77.65898,339.88,0.4,0.44,2023-10-01,1834,2023/10/01 18:34:00+00,n,299.49,3.77
"POINT (-81.9271 38.95189)",38.95189,-81.9271,330.04,0.41,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,299.86,2.59
"POINT (-94.42674 40.49136)",40.49136,-94.42674,335.38,0.56,0.51,2023-10-01,1834,2023/10/01 18:34:00+00,n,299.47,7.21
"POINT (-87.42205 41.68342)",41.68342,-87.42205,333.65,0.41,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,l,304.22,6.71
"POINT (-87.46455 41.67241)",41.67241,-87.46455,342.69,0.41,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,301.79,3.91
"POINT (-87.42305 41.66154)",41.66154,-87.42305,331.95,0.41,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,l,305,4.5
"POINT (-83.16963 42.29395)",42.29395,-83.16963,326.71,0.4,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,l,299.12,1.68
"POINT (-83.16397 42.29124)",42.29124,-83.16397,332.77,0.4,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,298.57,1.68
"POINT (-87.32816 41.61806)",41.61806,-87.32816,333.8,0.41,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,302.31,2.13
"POINT (-87.32712 41.61471)",41.61471,-87.32712,334.91,0.41,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,302.39,2.13
"POINT (-79.8028 43.2702)",43.2702,-79.8028,328.05,0.52,0.42,2023-10-01,1834,2023/10/01 18:34:00+00,n,297.54,3.53
"POINT (-87.1382 41.64048)",41.64048,-87.1382,345.87,0.4,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,303.83,6.25
"POINT (-87.14194 41.63633)",41.63633,-87.14194,342.21,0.4,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,n,305.04,8.13
"POINT (-87.13717 41.63715)",41.63715,-87.13717,331.09,0.4,0.37,2023-10-01,1834,2023/10/01 18:34:00+00,l,303.91,8.13
"POINT (-79.02067 48.24946)",48.24946,-79.02067,327.46,0.43,0.46,2023-10-01,1836,2023/10/01 18:36:00+00,n,294.96,2.73
"POINT (-96.4871 47.46009)",47.46009,-96.4871,334.18,0.46,0.47,2023-10-01,1836,2023/10/01 18:36:00+00,n,298.56,3.57
"POINT (-92.18152 46.97443)",46.97443,-92.18152,330.51,0.48,0.4,2023-10-01,1836,2023/10/01 18:36:00+00,n,292.93,7.31
"POINT (-92.18091 46.97498)",46.97498,-92.18091,332.66,0.48,0.4,2023-10-01,1836,2023/10/01 18:36:00+00,n,292.99,5.85
"POINT (-94.00606 18.20449)",18.20449,-94.00606,345.93,0.38,0.59,2023-10-01,2008,2023/10/01 20:08:00+00,n,286.54,5.89
"POINT (-94.00551 18.19904)",18.19904,-94.00551,349.57,0.38,0.59,2023-10-01,2008,2023/10/01 20:08:00+00,n,283.84,3.9
"POINT (-92.60825 18.30928)",18.30928,-92.60825,331.9,0.48,0.64,2023-10-01,2008,2023/10/01 20:08:00+00,n,287.94,4.06
"POINT (-93.49798 17.87056)",17.87056,-93.49798,343.59,0.41,0.61,2023-10-01,2008,2023/10/01 20:08:00+00,n,286.27,6.31
"POINT (-93.49739 17.86496)",17.86496,-93.49739,356.16,0.41,0.61,2023-10-01,2008,2023/10/01 20:08:00+00,l,286.8,10.7
"POINT (-92.48819 17.87667)",17.87667,-92.48819,328.46,0.48,0.65,2023-10-01,2008,2023/10/01 20:08:00+00,n,289.53,3.56
"POINT (-96.62385 20.01227)",20.01227,-96.62385,334,0.54,0.51,2023-10-01,2008,2023/10/01 20:08:00+00,n,295.93,3.99
"POINT (-96.6244 20.01695)",20.01695,-96.6244,337.77,0.54,0.51,2023-10-01,2008,2023/10/01 20:08:00+00,n,297.06,5.52
"POINT (-96.79812 20.08137)",20.08137,-96.79812,331.21,0.53,0.5,2023-10-01,2008,2023/10/01 20:08:00+00,n,295.75,5.4
"POINT (-96.37267 18.73036)",18.73036,-96.37267,332.33,0.54,0.51,2023-10-01,2008,2023/10/01 20:08:00+00,n,296.52,2.99
"POINT (-104.39676 19.10951)",19.10951,-104.39676,331.29,0.39,0.36,2023-10-01,2008,2023/10/01 20:08:00+00,n,295.55,2.31
"POINT (-96.36945 18.72868)",18.72868,-96.36945,341,0.54,0.51,2023-10-01,2008,2023/10/01 20:08:00+00,n,297.47,11.56
"POINT (-102.38108 17.99799)",17.99799,-102.38108,332.69,0.4,0.37,2023-10-01,2008,2023/10/01 20:08:00+00,n,294.32,2.3
"POINT (-96.53664 19.89365)",19.89365,-96.53664,351.71,0.55,0.51,2023-10-01,2008,2023/10/01 20:08:00+00,n,291.19,9.39
"POINT (-96.53429 19.89594)",19.89594,-96.53429,338.85,0.55,0.51,2023-10-01,2008,2023/10/01 20:08:00+00,n,290.57,7.21
"POINT (-96.53986 19.89535)",19.89535,-96.53986,341.28,0.55,0.51,2023-10-01,2008,2023/10/01 20:08:00+00,n,290.47,7.21
"POINT (-102.21435 17.93408)",17.93408,-102.21435,330.2,0.4,0.37,2023-10-01,2008,2023/10/01 20:08:00+00,n,299.14,5.56
"POINT (-96.37216 18.72568)",18.72568,-96.37216,334.52,0.54,0.51,2023-10-01,2008,2023/10/01 20:08:00+00,n,296.81,4.02
